customer_id,contract_type,tenure_months,internet_service,phone_service,streaming_tv,tech_support,monthly_charges,total_charges,payment_method
CUST0612,Month-to-Month,24,Fiber Optic,Yes,No,No,107.79,2587.03,Electronic Check
CUST0613,Two Year,66,Fiber Optic,Yes,Yes,Yes,65.68,4334.95,Mailed Check
CUST0614,Month-to-Month,13,DSL,Yes,Yes,No,71.66,931.57,Credit Card
CUST0615,Month-to-Month,62,No Internet,Yes,Yes,Yes,118.44,7343.04,Electronic Check
CUST0616,Month-to-Month,54,DSL,Yes,Yes,No,81.7,4411.73,Electronic Check
CUST0617,One Year,15,DSL,Yes,No,Yes,55.5,832.45,Mailed Check
CUST0618,Two Year,69,DSL,Yes,Yes,Yes,38.11,2629.37,Credit Card
CUST0619,Month-to-Month,3,Fiber Optic,Yes,No,No,93.63,280.89,Bank Transfer
CUST0620,Two Year,37,Fiber Optic,Yes,Yes,No,55.99,2071.6,Electronic Check
CUST0621,One Year,37,Fiber Optic,Yes,No,No,65.39,2419.53,Credit Card
CUST0622,One Year,3,DSL,Yes,No,Yes,84.33,252.98,Mailed Check
CUST0623,Two Year,63,Fiber Optic,Yes,No,No,67.54,4254.94,Mailed Check
CUST0624,Month-to-Month,35,Fiber Optic,Yes,Yes,No,70.86,2480.23,Credit Card
CUST0625,Month-to-Month,52,DSL,Yes,Yes,No,92.65,4818.02,Mailed Check
CUST0626,Two Year,28,No Internet,Yes,Yes,No,32.55,911.37,Bank Transfer
CUST0627,Two Year,18,DSL,Yes,Yes,No,63.84,1149.09,Credit Card
CUST0628,Two Year,36,No Internet,Yes,Yes,Yes,54.3,1954.77,Bank Transfer
CUST0629,Two Year,33,DSL,Yes,Yes,No,45.22,1492.19,Mailed Check
CUST0630,Month-to-Month,64,DSL,Yes,No,Yes,110.36,7063.18,Bank Transfer
CUST0631,Two Year,26,DSL,Yes,No,No,57.11,1484.78,Bank Transfer
CUST0632,Month-to-Month,48,No Internet,Yes,Yes,Yes,76.38,3666.01,Bank Transfer
CUST0633,Two Year,40,Fiber Optic,Yes,No,No,48.71,1948.44,Bank Transfer
CUST0634,Month-to-Month,17,Fiber Optic,No,Yes,Yes,89.04,1513.67,Credit Card
CUST0635,One Year,40,Fiber Optic,Yes,No,No,69.79,2791.64,Mailed Check
CUST0636,Month-to-Month,7,DSL,Yes,No,Yes,73.63,515.42,Mailed Check
CUST0637,Month-to-Month,57,No Internet,Yes,No,No,60.25,3434.03,Electronic Check
CUST0638,Month-to-Month,8,Fiber Optic,Yes,Yes,Yes,80.58,644.61,Bank Transfer
CUST0639,Two Year,56,Fiber Optic,Yes,Yes,No,39.59,2217.11,Bank Transfer
CUST0640,Two Year,31,No Internet,Yes,Yes,No,44.9,1391.81,Electronic Check
CUST0641,Month-to-Month,59,DSL,Yes,Yes,No,84.08,4960.69,Electronic Check
CUST0642,One Year,58,DSL,Yes,No,Yes,74.56,4324.23,Bank Transfer
CUST0643,One Year,12,No Internet,Yes,No,Yes,72.46,869.53,Mailed Check
CUST0644,Month-to-Month,48,DSL,Yes,No,No,70.19,3369.14,Electronic Check
CUST0645,Month-to-Month,31,DSL,No,No,Yes,66.38,2057.73,Bank Transfer
CUST0646,Two Year,63,Fiber Optic,Yes,No,Yes,51.88,3268.54,Mailed Check
CUST0647,One Year,39,Fiber Optic,Yes,No,No,58.1,2265.84,Credit Card
CUST0648,Month-to-Month,20,Fiber Optic,Yes,Yes,Yes,69.85,1396.94,Electronic Check
CUST0649,One Year,48,DSL,Yes,No,Yes,82.93,3980.82,Electronic Check
CUST0650,Month-to-Month,71,No Internet,Yes,Yes,No,79.78,5664.65,Mailed Check
CUST0651,Month-to-Month,54,No Internet,Yes,Yes,No,87.7,4735.78,Credit Card
CUST0652,Month-to-Month,71,No Internet,Yes,Yes,Yes,72.29,5132.54,Mailed Check
CUST0653,Month-to-Month,29,Fiber Optic,Yes,No,No,78.09,2264.48,Electronic Check
CUST0654,One Year,48,No Internet,Yes,No,No,71.74,3443.38,Credit Card
CUST0655,Two Year,56,DSL,Yes,Yes,No,31.67,1773.46,Bank Transfer
CUST0656,Month-to-Month,17,Fiber Optic,Yes,No,Yes,102.75,1746.83,Electronic Check
CUST0657,Month-to-Month,9,DSL,Yes,No,No,98.1,882.87,Mailed Check
CUST0658,One Year,34,Fiber Optic,Yes,No,No,80.28,2729.39,Mailed Check
CUST0659,Two Year,45,Fiber Optic,Yes,No,No,42.53,1913.99,Mailed Check
CUST0660,One Year,9,No Internet,Yes,No,Yes,75.64,680.8,Mailed Check
CUST0661,Two Year,7,DSL,Yes,No,Yes,36.38,254.65,Mailed Check
CUST0662,Month-to-Month,16,Fiber Optic,Yes,Yes,No,73.38,1174.09,Electronic Check
CUST0663,One Year,19,DSL,Yes,Yes,No,78.11,1484.02,Credit Card
CUST0664,Month-to-Month,6,No Internet,Yes,No,No,65.48,392.85,Mailed Check
CUST0665,Month-to-Month,11,DSL,Yes,Yes,No,86.19,948.06,Mailed Check
CUST0666,Month-to-Month,61,Fiber Optic,No,Yes,No,94.91,5789.36,Bank Transfer
CUST0667,Month-to-Month,42,Fiber Optic,Yes,No,No,91.32,3835.63,Bank Transfer
CUST0668,Two Year,13,Fiber Optic,Yes,Yes,Yes,46.96,610.43,Credit Card
CUST0669,Two Year,12,No Internet,Yes,Yes,No,66.61,799.27,Electronic Check
CUST0670,Month-to-Month,20,Fiber Optic,Yes,No,No,117.53,2350.56,Electronic Check
CUST0671,Month-to-Month,50,DSL,Yes,No,No,72.36,3618.05,Credit Card
CUST0672,Month-to-Month,36,DSL,Yes,No,No,99.29,3574.44,Credit Card
CUST0673,Month-to-Month,69,No Internet,Yes,No,No,62.6,4319.66,Credit Card
CUST0674,One Year,37,DSL,Yes,No,No,81.25,3006.16,Mailed Check
CUST0675,Two Year,12,DSL,Yes,Yes,Yes,54.34,652.04,Electronic Check
CUST0676,Two Year,40,Fiber Optic,Yes,Yes,No,44.62,1784.68,Credit Card
CUST0677,One Year,54,Fiber Optic,Yes,Yes,No,59.58,3217.17,Bank Transfer
CUST0678,Two Year,2,No Internet,Yes,No,Yes,57.47,114.93,Mailed Check
CUST0679,Month-to-Month,50,No Internet,Yes,No,No,93.89,4694.55,Mailed Check
CUST0680,Month-to-Month,41,No Internet,Yes,No,Yes,102.2,4190.22,Mailed Check
CUST0681,Month-to-Month,45,No Internet,Yes,No,No,72.15,3246.69,Mailed Check
CUST0682,One Year,9,No Internet,Yes,Yes,No,64.28,578.48,Credit Card
CUST0683,One Year,62,DSL,Yes,No,No,65.91,4086.57,Mailed Check
CUST0684,Month-to-Month,47,No Internet,Yes,No,No,96.81,4549.95,Bank Transfer
CUST0685,Month-to-Month,5,DSL,Yes,Yes,No,84.72,423.59,Bank Transfer
CUST0686,Month-to-Month,1,Fiber Optic,No,No,No,99.23,99.23,Credit Card
CUST0687,Two Year,44,Fiber Optic,Yes,No,Yes,59.95,2637.84,Mailed Check
CUST0688,Month-to-Month,22,No Internet,Yes,No,No,116.27,2557.92,Bank Transfer
CUST0689,One Year,38,Fiber Optic,Yes,No,Yes,49.32,1874.29,Electronic Check
CUST0690,One Year,19,No Internet,Yes,Yes,Yes,82.55,1568.45,Mailed Check
CUST0691,Month-to-Month,31,Fiber Optic,Yes,Yes,Yes,63.99,1983.67,Credit Card
CUST0692,One Year,67,Fiber Optic,Yes,Yes,Yes,65.72,4403.44,Electronic Check
CUST0693,Two Year,42,Fiber Optic,Yes,Yes,No,42.37,1779.64,Mailed Check
CUST0694,Month-to-Month,26,Fiber Optic,Yes,No,No,82.92,2155.97,Electronic Check
CUST0695,Two Year,13,Fiber Optic,Yes,No,Yes,42.19,548.44,Mailed Check
CUST0696,Month-to-Month,58,Fiber Optic,Yes,No,No,66.74,3870.71,Mailed Check
CUST0697,Month-to-Month,18,No Internet,Yes,No,Yes,103.6,1864.88,Bank Transfer
CUST0698,Two Year,67,Fiber Optic,Yes,No,No,58.86,3943.53,Electronic Check
CUST0699,Two Year,3,Fiber Optic,Yes,Yes,No,43.08,129.24,Electronic Check
CUST0700,Two Year,55,Fiber Optic,No,No,Yes,55.18,3035.03,Credit Card
CUST0701,One Year,58,DSL,Yes,No,No,51.45,2984.0,Credit Card
CUST0702,Two Year,63,DSL,Yes,No,No,59.35,3739.01,Electronic Check
CUST0703,Two Year,52,DSL,Yes,No,No,65.89,3426.03,Bank Transfer
CUST0704,Two Year,24,Fiber Optic,Yes,Yes,Yes,47.3,1135.26,Bank Transfer
CUST0705,One Year,9,Fiber Optic,Yes,No,No,55.8,502.22,Mailed Check
CUST0706,Month-to-Month,37,DSL,Yes,No,No,74.49,2756.05,Credit Card
CUST0707,Two Year,53,No Internet,Yes,No,Yes,47.29,2506.19,Credit Card
CUST0708,Month-to-Month,24,Fiber Optic,Yes,No,Yes,70.77,1698.52,Credit Card
CUST0709,Month-to-Month,21,DSL,Yes,No,No,67.47,1416.87,Mailed Check
CUST0710,Month-to-Month,40,Fiber Optic,Yes,Yes,Yes,114.89,4595.71,Bank Transfer
CUST0711,One Year,62,Fiber Optic,Yes,Yes,Yes,61.94,3840.07,Credit Card
CUST0712,Month-to-Month,70,DSL,No,Yes,No,92.26,6458.12,Mailed Check
CUST0713,Month-to-Month,69,DSL,Yes,Yes,No,95.59,6595.46,Electronic Check
CUST0714,Two Year,14,Fiber Optic,Yes,No,Yes,62.47,874.61,Bank Transfer
CUST0715,Month-to-Month,42,Fiber Optic,Yes,Yes,Yes,65.94,2769.62,Electronic Check
CUST0716,One Year,50,No Internet,Yes,No,No,76.27,3813.5,Credit Card
CUST0717,Month-to-Month,61,No Internet,No,No,Yes,63.08,3847.65,Mailed Check
CUST0718,Month-to-Month,4,No Internet,Yes,Yes,No,83.74,334.96,Bank Transfer
CUST0719,Month-to-Month,17,DSL,Yes,No,No,71.32,1212.37,Credit Card
CUST0720,One Year,57,DSL,Yes,No,No,72.85,4152.54,Bank Transfer
CUST0721,Month-to-Month,48,Fiber Optic,Yes,No,Yes,101.57,4875.29,Mailed Check
CUST0722,Two Year,44,Fiber Optic,Yes,No,No,57.74,2540.67,Mailed Check
CUST0723,Month-to-Month,45,Fiber Optic,Yes,Yes,Yes,86.05,3872.44,Credit Card
CUST0724,Month-to-Month,33,DSL,Yes,No,No,83.24,2746.92,Bank Transfer
CUST0725,Month-to-Month,31,Fiber Optic,Yes,No,No,110.5,3425.55,Mailed Check
CUST0726,Month-to-Month,47,No Internet,Yes,No,Yes,73.16,3438.62,Bank Transfer
CUST0727,One Year,6,Fiber Optic,Yes,No,No,81.59,489.53,Bank Transfer
CUST0728,Two Year,71,Fiber Optic,Yes,Yes,No,41.06,2914.92,Electronic Check
CUST0729,One Year,34,Fiber Optic,Yes,Yes,Yes,71.4,2427.56,Credit Card
CUST0730,Month-to-Month,53,Fiber Optic,Yes,No,Yes,77.84,4125.42,Credit Card
CUST0731,Month-to-Month,14,Fiber Optic,Yes,No,Yes,88.23,1235.25,Bank Transfer
CUST0732,Month-to-Month,16,Fiber Optic,Yes,No,No,65.59,1049.49,Electronic Check
CUST0733,Two Year,43,Fiber Optic,Yes,Yes,No,34.3,1475.04,Bank Transfer
CUST0734,Month-to-Month,12,DSL,Yes,Yes,No,66.7,800.35,Credit Card
CUST0735,One Year,70,DSL,Yes,Yes,Yes,79.19,5543.09,Credit Card
CUST0736,Month-to-Month,19,Fiber Optic,Yes,Yes,Yes,90.25,1714.76,Bank Transfer
CUST0737,Month-to-Month,41,DSL,Yes,Yes,No,110.95,4548.88,Bank Transfer
CUST0738,Month-to-Month,53,DSL,Yes,No,No,74.14,3929.34,Bank Transfer
CUST0739,Month-to-Month,29,Fiber Optic,Yes,Yes,No,116.11,3367.18,Credit Card
CUST0740,One Year,70,No Internet,Yes,Yes,No,55.44,3880.75,Bank Transfer
CUST0741,Month-to-Month,59,DSL,Yes,Yes,No,117.53,6934.52,Bank Transfer
CUST0742,One Year,64,Fiber Optic,Yes,No,Yes,52.98,3390.44,Mailed Check
CUST0743,Month-to-Month,24,No Internet,Yes,No,No,81.83,1963.91,Credit Card
CUST0744,Two Year,16,No Internet,Yes,No,No,39.02,624.26,Bank Transfer
CUST0745,Month-to-Month,52,No Internet,Yes,No,Yes,94.13,4894.71,Electronic Check
CUST0746,Two Year,6,DSL,Yes,Yes,No,52.99,317.93,Credit Card
CUST0747,Two Year,37,Fiber Optic,Yes,Yes,No,52.43,1939.75,Bank Transfer
CUST0748,Two Year,4,Fiber Optic,Yes,No,No,60.75,243.0,Bank Transfer
CUST0749,Month-to-Month,38,DSL,Yes,No,No,90.49,3438.6,Mailed Check
CUST0750,One Year,41,No Internet,Yes,No,No,72.98,2992.37,Mailed Check
CUST0751,Month-to-Month,14,DSL,Yes,No,No,71.15,996.16,Credit Card
CUST0752,Month-to-Month,71,No Internet,Yes,No,No,60.29,4280.45,Mailed Check
CUST0753,Month-to-Month,51,Fiber Optic,Yes,Yes,No,90.55,4617.89,Mailed Check
CUST0754,Month-to-Month,65,Fiber Optic,No,No,Yes,93.33,6066.52,Credit Card
CUST0755,Two Year,52,No Internet,Yes,No,No,62.77,3264.29,Electronic Check
CUST0756,Month-to-Month,30,DSL,Yes,Yes,Yes,90.27,2708.24,Bank Transfer
CUST0757,One Year,57,No Internet,Yes,No,No,64.46,3674.32,Bank Transfer
CUST0758,One Year,30,DSL,Yes,No,Yes,63.84,1915.12,Mailed Check
CUST0759,Month-to-Month,42,DSL,No,Yes,Yes,110.42,4637.65,Bank Transfer
CUST0760,One Year,11,DSL,Yes,Yes,Yes,71.51,786.58,Mailed Check
CUST0761,Month-to-Month,27,No Internet,Yes,Yes,No,111.32,3005.64,Credit Card
CUST0762,One Year,24,DSL,Yes,Yes,No,48.51,1164.35,Credit Card
CUST0763,Month-to-Month,39,Fiber Optic,Yes,Yes,Yes,70.21,2738.35,Credit Card
CUST0764,Two Year,18,Fiber Optic,Yes,Yes,Yes,32.16,578.82,Bank Transfer
CUST0765,One Year,45,DSL,Yes,Yes,No,83.47,3756.04,Mailed Check
CUST0766,Two Year,12,Fiber Optic,Yes,Yes,Yes,57.54,690.53,Mailed Check
CUST0767,Month-to-Month,49,DSL,Yes,No,No,87.75,4299.85,Bank Transfer
CUST0768,Month-to-Month,31,Fiber Optic,Yes,Yes,Yes,78.81,2443.06,Credit Card
CUST0769,Month-to-Month,22,Fiber Optic,Yes,Yes,No,99.9,2197.9,Electronic Check
CUST0770,Month-to-Month,44,No Internet,Yes,Yes,Yes,110.38,4856.62,Mailed Check
CUST0771,Month-to-Month,64,DSL,Yes,No,No,81.62,5223.85,Mailed Check
CUST0772,One Year,25,No Internet,Yes,Yes,No,63.08,1576.96,Bank Transfer
CUST0773,Month-to-Month,51,Fiber Optic,Yes,Yes,Yes,118.92,6064.67,Electronic Check
CUST0774,Month-to-Month,7,No Internet,Yes,Yes,No,107.03,749.24,Credit Card
CUST0775,Two Year,6,Fiber Optic,Yes,No,No,64.1,384.63,Mailed Check
CUST0776,One Year,24,Fiber Optic,Yes,No,Yes,86.5,2075.89,Bank Transfer
CUST0777,Month-to-Month,19,No Internet,No,Yes,No,74.04,1406.85,Electronic Check
CUST0778,Month-to-Month,9,DSL,Yes,Yes,No,84.71,762.41,Bank Transfer
CUST0779,Month-to-Month,36,Fiber Optic,Yes,Yes,No,102.97,3706.76,Electronic Check
CUST0780,Month-to-Month,40,No Internet,Yes,Yes,Yes,66.57,2662.63,Bank Transfer
CUST0781,One Year,24,DSL,Yes,No,Yes,54.78,1314.61,Electronic Check
CUST0782,Month-to-Month,48,No Internet,Yes,No,Yes,62.8,3014.31,Mailed Check
CUST0783,Two Year,63,DSL,Yes,No,No,53.6,3376.83,Electronic Check
CUST0784,One Year,69,DSL,Yes,Yes,No,86.52,5969.97,Credit Card
CUST0785,One Year,53,DSL,Yes,No,No,61.93,3282.15,Mailed Check
CUST0786,Month-to-Month,54,Fiber Optic,Yes,Yes,No,100.52,5428.05,Credit Card
CUST0787,Month-to-Month,42,DSL,Yes,Yes,Yes,115.95,4869.89,Mailed Check
CUST0788,One Year,45,DSL,Yes,No,No,56.57,2545.59,Electronic Check
CUST0789,Month-to-Month,14,Fiber Optic,Yes,Yes,Yes,101.62,1422.65,Mailed Check
CUST0790,Month-to-Month,29,Fiber Optic,Yes,No,No,118.51,3436.68,Bank Transfer
CUST0791,Month-to-Month,6,Fiber Optic,Yes,No,No,117.74,706.42,Electronic Check
CUST0792,Month-to-Month,7,No Internet,Yes,Yes,No,74.1,518.67,Bank Transfer
CUST0793,One Year,37,DSL,Yes,No,Yes,77.07,2851.58,Bank Transfer
CUST0794,Month-to-Month,53,DSL,Yes,Yes,No,68.9,3651.54,Bank Transfer
CUST0795,Month-to-Month,18,No Internet,No,Yes,No,102.12,1838.2,Bank Transfer
CUST0796,Month-to-Month,38,DSL,Yes,No,No,103.55,3934.73,Credit Card
CUST0797,One Year,59,No Internet,No,No,No,80.06,4723.79,Electronic Check
CUST0798,Two Year,1,Fiber Optic,Yes,Yes,Yes,33.94,33.94,Bank Transfer
CUST0799,Two Year,68,Fiber Optic,Yes,No,No,52.43,3564.99,Credit Card
CUST0800,Month-to-Month,44,Fiber Optic,No,No,No,94.85,4173.21,Mailed Check
CUST0801,Month-to-Month,47,DSL,Yes,Yes,Yes,89.02,4183.98,Bank Transfer
CUST0802,Month-to-Month,35,No Internet,No,No,Yes,103.73,3630.55,Bank Transfer
CUST0803,One Year,60,DSL,Yes,No,No,82.16,4929.8,Credit Card
CUST0804,One Year,52,Fiber Optic,No,No,No,59.09,3072.61,Mailed Check
CUST0805,One Year,8,DSL,Yes,Yes,Yes,62.29,498.3,Mailed Check
CUST0806,Month-to-Month,41,DSL,Yes,No,Yes,72.69,2980.22,Credit Card
CUST0807,One Year,3,Fiber Optic,Yes,Yes,Yes,82.66,247.98,Bank Transfer
CUST0808,Month-to-Month,69,DSL,Yes,No,No,65.69,4532.6,Electronic Check
CUST0809,One Year,14,No Internet,Yes,No,No,57.01,798.09,Credit Card
CUST0810,Month-to-Month,26,No Internet,Yes,Yes,No,62.19,1617.05,Electronic Check
CUST0811,One Year,70,DSL,Yes,Yes,Yes,45.72,3200.59,Bank Transfer
CUST0812,Month-to-Month,58,Fiber Optic,No,No,No,104.81,6078.76,Bank Transfer
CUST0813,Month-to-Month,40,Fiber Optic,Yes,No,Yes,79.53,3181.13,Mailed Check
CUST0814,One Year,51,DSL,Yes,Yes,No,69.83,3561.36,Bank Transfer
CUST0815,Month-to-Month,5,DSL,Yes,No,Yes,103.01,515.07,Mailed Check
CUST0816,One Year,32,Fiber Optic,Yes,No,No,51.13,1636.17,Mailed Check
CUST0817,One Year,1,Fiber Optic,Yes,Yes,No,53.15,53.15,Bank Transfer
CUST0818,One Year,54,No Internet,Yes,Yes,No,73.44,3965.72,Mailed Check
CUST0819,Month-to-Month,11,No Internet,Yes,No,No,104.32,1147.51,Bank Transfer
CUST0820,Month-to-Month,53,DSL,Yes,Yes,No,117.53,6228.94,Mailed Check
CUST0821,One Year,8,Fiber Optic,Yes,Yes,No,56.27,450.18,Mailed Check
CUST0822,Month-to-Month,25,Fiber Optic,Yes,Yes,Yes,70.07,1751.84,Bank Transfer
CUST0823,One Year,40,Fiber Optic,Yes,No,Yes,49.35,1974.04,Electronic Check
CUST0824,Month-to-Month,32,DSL,Yes,Yes,No,70.35,2251.11,Credit Card
CUST0825,Month-to-Month,28,Fiber Optic,Yes,No,Yes,96.08,2690.2,Bank Transfer
CUST0826,Month-to-Month,3,No Internet,Yes,No,No,102.73,308.19,Mailed Check
CUST0827,Month-to-Month,62,No Internet,Yes,Yes,Yes,79.02,4899.51,Credit Card
CUST0828,Month-to-Month,27,Fiber Optic,Yes,No,No,92.37,2494.0,Electronic Check
CUST0829,One Year,45,DSL,Yes,Yes,No,73.92,3326.55,Bank Transfer
CUST0830,One Year,25,DSL,Yes,No,Yes,46.49,1162.35,Mailed Check
CUST0831,Month-to-Month,61,No Internet,Yes,Yes,No,111.24,6785.7,Mailed Check
CUST0832,Two Year,44,No Internet,Yes,No,No,68.1,2996.55,Bank Transfer
CUST0833,Month-to-Month,46,Fiber Optic,Yes,Yes,Yes,63.88,2938.48,Mailed Check
CUST0834,Two Year,14,Fiber Optic,No,Yes,No,33.51,469.11,Credit Card
CUST0835,One Year,8,DSL,Yes,No,No,62.64,501.11,Mailed Check
CUST0836,One Year,48,DSL,No,Yes,Yes,74.07,3555.22,Credit Card
CUST0837,Month-to-Month,14,Fiber Optic,Yes,No,No,117.41,1643.79,Credit Card
CUST0838,Month-to-Month,65,DSL,Yes,Yes,No,112.74,7328.34,Bank Transfer
CUST0839,Month-to-Month,7,No Internet,Yes,Yes,Yes,84.27,589.9,Mailed Check
CUST0840,One Year,49,Fiber Optic,No,No,No,60.37,2958.11,Credit Card
CUST0841,Month-to-Month,55,No Internet,Yes,Yes,No,74.06,4073.54,Mailed Check
CUST0842,One Year,13,Fiber Optic,Yes,No,No,80.94,1052.19,Credit Card
CUST0843,Month-to-Month,56,No Internet,Yes,No,Yes,66.85,3743.87,Electronic Check
CUST0844,Two Year,56,DSL,Yes,Yes,No,44.88,2513.05,Bank Transfer
CUST0845,Month-to-Month,15,Fiber Optic,Yes,No,No,60.08,901.2,Bank Transfer
CUST0846,Month-to-Month,57,DSL,No,Yes,No,79.43,4527.57,Bank Transfer
CUST0847,Month-to-Month,58,No Internet,Yes,Yes,Yes,73.2,4245.37,Credit Card
CUST0848,Month-to-Month,35,No Internet,Yes,No,Yes,118.27,4139.56,Electronic Check
CUST0849,Month-to-Month,16,Fiber Optic,Yes,Yes,No,103.63,1658.15,Credit Card
CUST0850,One Year,8,DSL,Yes,Yes,Yes,50.93,407.44,Bank Transfer
CUST0851,Month-to-Month,45,DSL,Yes,No,No,65.57,2950.68,Credit Card
CUST0852,Month-to-Month,40,DSL,Yes,No,No,91.01,3640.32,Bank Transfer
CUST0853,Two Year,54,No Internet,Yes,No,No,37.5,2025.06,Mailed Check
CUST0854,Month-to-Month,14,Fiber Optic,Yes,No,No,92.19,1290.6,Credit Card
CUST0855,Two Year,59,Fiber Optic,No,No,Yes,64.81,3823.97,Mailed Check
CUST0856,Two Year,53,DSL,Yes,No,No,46.79,2479.75,Credit Card
CUST0857,Month-to-Month,27,Fiber Optic,Yes,Yes,No,98.03,2646.74,Bank Transfer
CUST0858,Month-to-Month,47,No Internet,No,No,No,92.46,4345.71,Mailed Check
CUST0859,Month-to-Month,6,DSL,Yes,Yes,Yes,115.64,693.82,Credit Card
CUST0860,One Year,55,DSL,Yes,No,No,84.86,4667.56,Bank Transfer
CUST0861,One Year,44,No Internet,Yes,No,No,55.56,2444.67,Credit Card
CUST0862,One Year,18,DSL,Yes,No,Yes,50.11,901.9,Mailed Check
CUST0863,One Year,16,DSL,Yes,No,No,47.4,758.46,Credit Card
CUST0864,Month-to-Month,12,Fiber Optic,Yes,Yes,No,71.19,854.32,Credit Card
CUST0865,Two Year,20,Fiber Optic,Yes,Yes,No,38.54,770.76,Mailed Check
CUST0866,One Year,45,Fiber Optic,Yes,No,No,61.78,2779.94,Bank Transfer
CUST0867,One Year,64,DSL,No,Yes,No,75.59,4837.47,Credit Card
CUST0868,Two Year,59,DSL,Yes,No,No,32.23,1901.37,Credit Card
CUST0869,One Year,22,Fiber Optic,Yes,Yes,No,87.09,1915.99,Electronic Check
CUST0870,Month-to-Month,47,DSL,Yes,No,Yes,113.26,5323.0,Electronic Check
CUST0871,Month-to-Month,29,Fiber Optic,Yes,No,No,93.98,2725.52,Bank Transfer
CUST0872,Month-to-Month,45,No Internet,Yes,Yes,No,100.89,4540.14,Mailed Check
CUST0873,Month-to-Month,9,Fiber Optic,Yes,No,No,80.34,723.08,Bank Transfer
CUST0874,Two Year,24,No Internet,Yes,No,No,61.19,1468.57,Bank Transfer
CUST0875,Month-to-Month,15,DSL,Yes,Yes,Yes,86.84,1302.64,Bank Transfer
CUST0876,One Year,36,DSL,Yes,No,No,48.76,1755.53,Credit Card
CUST0877,Month-to-Month,13,Fiber Optic,Yes,No,No,63.03,819.45,Credit Card
CUST0878,Month-to-Month,44,No Internet,Yes,Yes,No,89.6,3942.31,Bank Transfer
CUST0879,Two Year,71,Fiber Optic,Yes,No,Yes,36.87,2617.96,Bank Transfer
CUST0880,Two Year,36,DSL,Yes,Yes,No,34.17,1230.11,Electronic Check
CUST0881,Month-to-Month,61,No Internet,Yes,Yes,Yes,117.66,7176.96,Mailed Check
CUST0882,Month-to-Month,40,No Internet,Yes,No,No,70.96,2838.47,Bank Transfer
CUST0883,Month-to-Month,27,DSL,Yes,No,No,78.67,2124.22,Electronic Check
CUST0884,Month-to-Month,1,No Internet,Yes,No,No,90.59,90.59,Bank Transfer
CUST0885,Month-to-Month,34,DSL,Yes,Yes,Yes,111.78,3800.57,Mailed Check
CUST0886,Month-to-Month,68,Fiber Optic,No,Yes,Yes,85.0,5780.01,Bank Transfer
CUST0887,Two Year,21,Fiber Optic,No,Yes,No,68.4,1436.39,Mailed Check
CUST0888,One Year,33,Fiber Optic,Yes,No,No,85.57,2823.85,Credit Card
CUST0889,Two Year,7,Fiber Optic,Yes,No,No,38.32,268.26,Mailed Check
CUST0890,One Year,65,DSL,Yes,No,No,87.36,5678.67,Bank Transfer
CUST0891,Month-to-Month,3,DSL,Yes,Yes,No,81.39,244.18,Electronic Check
CUST0892,Two Year,51,Fiber Optic,Yes,No,Yes,54.52,2780.49,Credit Card
CUST0893,Month-to-Month,54,No Internet,Yes,No,No,62.66,3383.68,Electronic Check
CUST0894,Two Year,59,Fiber Optic,No,No,No,62.41,3681.9,Bank Transfer
CUST0895,Month-to-Month,6,No Internet,Yes,Yes,No,100.76,604.59,Credit Card
CUST0896,Month-to-Month,29,No Internet,Yes,No,No,93.93,2723.87,Electronic Check
CUST0897,Two Year,17,No Internet,Yes,No,No,64.18,1091.01,Bank Transfer
CUST0898,One Year,60,No Internet,Yes,No,Yes,77.49,4649.19,Electronic Check
CUST0899,Two Year,22,Fiber Optic,Yes,Yes,No,61.14,1345.15,Mailed Check
CUST0900,Two Year,24,DSL,Yes,No,Yes,68.26,1638.14,Mailed Check
CUST0901,Month-to-Month,51,Fiber Optic,Yes,Yes,No,90.1,4595.21,Bank Transfer
CUST0902,Month-to-Month,50,Fiber Optic,Yes,Yes,No,114.07,5703.57,Electronic Check
CUST0903,Month-to-Month,11,DSL,Yes,No,No,75.65,832.15,Bank Transfer
CUST0904,One Year,56,Fiber Optic,Yes,No,No,52.11,2918.02,Electronic Check
CUST0905,One Year,71,No Internet,Yes,No,Yes,85.69,6083.8,Credit Card
CUST0906,Month-to-Month,42,No Internet,Yes,Yes,No,61.22,2571.26,Bank Transfer
CUST0907,One Year,39,Fiber Optic,Yes,Yes,Yes,58.11,2266.41,Bank Transfer
CUST0908,One Year,69,DSL,Yes,No,Yes,83.29,5747.06,Electronic Check
CUST0909,Month-to-Month,48,DSL,Yes,Yes,Yes,119.84,5752.46,Bank Transfer
CUST0910,Two Year,57,No Internet,Yes,No,Yes,36.23,2065.1,Credit Card
CUST0911,One Year,21,DSL,No,No,No,67.26,1412.38,Electronic Check
CUST0912,Two Year,20,Fiber Optic,Yes,No,No,30.49,609.73,Electronic Check
CUST0913,Month-to-Month,15,DSL,Yes,Yes,No,82.89,1243.3,Electronic Check
CUST0914,Month-to-Month,69,Fiber Optic,Yes,No,No,81.37,5614.53,Credit Card
CUST0915,Month-to-Month,51,No Internet,No,Yes,Yes,82.34,4199.35,Credit Card
CUST0916,Month-to-Month,62,Fiber Optic,Yes,Yes,Yes,79.1,4903.99,Bank Transfer
CUST0917,Two Year,37,Fiber Optic,Yes,Yes,No,36.76,1360.04,Electronic Check
